Table,Indicator,Period,Year,Quarter,Value
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Agentes de IME (por 100 mil adultos),2022,2022,,847.5986400178439
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Agentes de IME (por 100 mil adultos),2023Q1,2023,Q1,886.6480327169193
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Agentes de IME (por 100 mil adultos),2023Q2,2023,Q2,1014.3031964386104
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Agentes de IME (por 100 mil adultos),2023Q3,2023,Q3,1127.2438942249883
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Agentes de IME (por 100 mil adultos),2023Q4,2023,Q4,1246.2911435147203
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Agentes de IME (por 100 mil adultos),2024Q1,2024,Q1,1297.9185135597722
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Agentes de IME (por 100 mil adultos),2024Q2,2024,Q2,1349.4798799349107
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Agentes de IME (por 100 mil adultos),2024Q3,2024,Q3,1566.0493931557933
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Agentes de IME (por 100 mil adultos),2024Q4,2024,Q4,1685.9132463151873
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Agentes de IME (por 100 mil adultos),2025Q1,2025,Q1,1817.2865848463143
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Agentes de IME (por 100 mil adultos),2025Q2,2025,Q2,1976.9700168188385
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Agentes de IME (por 100 mil adultos),2025Q3,2025,Q3,2146.2738036652363
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2020Q1,2020,Q1,698.0905506822731
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2020Q2,2020,Q2,723.2839356612283
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2020Q3,2020,Q3,759.2838277596444
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2020,2020,,802.264625364883
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2021Q1,2021,Q1,799.712749066105
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2021Q2,2021,Q2,860.41945036435
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2021Q3,2021,Q3,945.8009943349823
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2021,2021,,976.2327774147228
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2022Q1,2022,Q1,1065.3128394257296
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2022Q2,2022,Q2,1195.7323421307271
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2022Q3,2022,Q3,1217.2589353552444
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2022,2022,,1390.8391806495843
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2023Q1,2023,Q1,1437.841723054725
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2023Q2,2023,Q2,1598.6217984847497
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2023Q3,2023,Q3,1683.1797713478848
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2023Q4,2023,Q4,1859.1481611125282
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2024Q1,2024,Q1,2248.8192320933495
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2024Q2,2024,Q2,2330.676563270424
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2024Q3,2024,Q3,2576.6374678979255
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2024Q4,2024,Q4,2758.0560397216886
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2025Q1,2025,Q1,2534.1192573580097
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2025Q2,2025,Q2,2765.3012050822917
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2025Q3,2025,Q3,2890.4428968036746
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2020Q1,2020,Q1,168.42058734361615
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2020Q2,2020,Q2,178.64478457837438
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2020Q3,2020,Q3,186.03426547454833
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2020,2020,,196.7581415215316
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2021Q1,2021,Q1,205.2296840976977
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2021Q2,2021,Q2,238.7912586246313
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2021Q3,2021,Q3,277.09380375754716
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2021,2021,,304.1623098458529
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2022Q1,2022,Q1,325.1984193779345
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2022Q2,2022,Q2,381.29179690341664
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2022Q3,2022,Q3,438.8168771275204
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2022,2022,,523.1221398809693
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2023Q1,2023,Q1,557.4211070177652
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2023Q2,2023,Q2,665.2907143060271
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2023Q3,2023,Q3,795.1843498279588
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2023Q4,2023,Q4,880.2326993717143
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2024Q1,2024,Q1,857.5645405096589
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2024Q2,2024,Q2,895.0961052368474
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2024Q3,2024,Q3,1098.0547169964977
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2024Q4,2024,Q4,1189.413107497668
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2025Q1,2025,Q1,1380.769428255374
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2025Q2,2025,Q2,1496.9136494842346
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2025Q3,2025,Q3,1693.1100612517653
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,ATM (por 100 mil adultos),2020Q1,2020,Q1,10.61526795078728
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,ATM (por 100 mil adultos),2020Q2,2020,Q2,10.379238617788017
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,ATM (por 100 mil adultos),2020Q3,2020,Q3,10.40344675450589
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,ATM (por 100 mil adultos),2020,2020,,10.348978446890676
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,ATM (por 100 mil adultos),2021Q1,2021,Q1,9.925014520906293
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,ATM (por 100 mil adultos),2021Q2,2021,Q2,9.895685281778318
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,ATM (por 100 mil adultos),2021Q3,2021,Q3,9.707978151359287
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,ATM (por 100 mil adultos),2021,2021,,9.602392890498582
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,ATM (por 100 mil adultos),2022Q1,2022,Q1,9.40569671506186
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,ATM (por 100 mil adultos),2022Q2,2022,Q2,9.210343209678777
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,ATM (por 100 mil adultos),2022Q3,2022,Q3,9.014989704295697
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,ATM (por 100 mil adultos),2022,2022,,8.997752630291307
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,ATM (por 100 mil adultos),2023Q1,2023,Q1,8.491490345297496
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,ATM (por 100 mil adultos),2023Q2,2023,Q2,8.302913351972089
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,ATM (por 100 mil adultos),2023Q3,2023,Q3,11.99679464282941
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,ATM (por 100 mil adultos),2023Q4,2023,Q4,8.197532354184869
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,ATM (por 100 mil adultos),2024Q1,2024,Q1,7.840710166034664
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,ATM (por 100 mil adultos),2024Q2,2024,Q2,7.920990474901913
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,ATM (por 100 mil adultos),2024Q3,2024,Q3,7.444660642289569
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,ATM (por 100 mil adultos),2024Q4,2024,Q4,7.444660642289569
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,ATM (por 100 mil adultos),2025Q1,2025,Q1,7.203647369326095
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,ATM (por 100 mil adultos),2025Q2,2025,Q2,7.115860985613877
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,ATM (por 100 mil adultos),2025Q3,2025,Q3,7.022910696977411
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2020Q1,2020,Q1,20.076234103930478
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2020Q2,2020,Q2,19.683864707762456
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2020Q3,2020,Q3,19.61846980840112
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2020,2020,,19.602121083560785
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2021Q1,2021,Q1,18.58848605643935
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2021Q2,2021,Q2,18.541426598068615
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2021Q3,2021,Q3,18.149264444979178
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2021,2021,,17.81984823638405
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2022Q1,2022,Q1,17.362634078304335
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2022Q2,2022,Q2,17.08606114608356
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2022Q3,2022,Q3,16.62510625904893
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2022,2022,,16.51755011874085
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2023Q1,2023,Q1,15.499578100000905
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2023Q2,2023,Q2,15.113940422300404
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2023Q3,2023,Q3,25.718913338831108
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2023Q4,2023,Q4,14.846962083142989
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2024Q1,2024,Q1,16.723177139873396
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2024Q2,2024,Q2,16.959905633258863
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2024Q3,2024,Q3,15.759353988232565
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2024Q4,2024,Q4,15.759353988232565
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2025Q1,2025,Q1,12.78431804872831
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2025Q2,2025,Q2,12.606947574199529
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2025Q3,2025,Q3,12.402289334358626
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2020Q1,2020,Q1,5.054443369814691
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2020Q2,2020,Q2,4.910305250903626
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2020Q3,2020,Q3,4.98717891432286
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2020,2020,,4.910305250903626
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2021Q1,2021,Q1,4.75034011310869
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2021Q2,2021,Q2,4.731601098855796
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2021Q3,2021,Q3,4.666014548970666
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2021,2021,,4.694123070350008
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2022Q1,2022,Q1,4.5245476309003125
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2022Q2,2022,Q2,4.506192468097472
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2022Q3,2022,Q3,4.46948214249179
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2022,2022,,4.506192468097472
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2023Q1,2023,Q1,4.305573077092084
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2023Q2,2023,Q2,4.234699071032825
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2023Q3,2023,Q3,3.800598120236573
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2023Q4,2023,Q4,4.22583986795535
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2024Q1,2024,Q1,3.727315837709536
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2024Q2,2024,Q2,3.7351463331669095
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2024Q3,2024,Q3,3.5941974149341958
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2024Q4,2024,Q4,3.5941974149341958
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2025Q1,2025,Q1,3.805283162087283
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2025Q2,2025,Q2,3.7720492480079177
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2025Q3,2025,Q3,3.7471238124483937
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,POS (por 100 mil adultos),2020Q1,2020,Q1,219.68278868051738
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,POS (por 100 mil adultos),2020Q2,2020,Q2,218.82945186121233
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,POS (por 100 mil adultos),2020Q3,2020,Q3,208.61361816626993
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,POS (por 100 mil adultos),2020,2020,,221.1413289177692
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,POS (por 100 mil adultos),2021Q1,2021,Q1,209.05881650419636
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,POS (por 100 mil adultos),2021Q2,2021,Q2,209.82137672152368
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,POS (por 100 mil adultos),2021Q3,2021,Q3,211.50487504746937
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,POS (por 100 mil adultos),2021,2021,,216.78413809050465
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,POS (por 100 mil adultos),2022Q1,2022,Q1,207.2068666067659
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,POS (por 100 mil adultos),2022Q2,2022,Q2,203.16764559840396
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,POS (por 100 mil adultos),2022Q3,2022,Q3,213.22260543429786
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,POS (por 100 mil adultos),2022,2022,,224.42670353715104
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,POS (por 100 mil adultos),2023Q1,2023,Q1,201.02258398103362
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,POS (por 100 mil adultos),2023Q2,2023,Q2,209.1923733442427
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,POS (por 100 mil adultos),2023Q3,2023,Q3,198.97596292718683
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,POS (por 100 mil adultos),2023Q4,2023,Q4,167.54469374507204
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,POS (por 100 mil adultos),2024Q1,2024,Q1,184.84808717713668
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,POS (por 100 mil adultos),2024Q2,2024,Q2,191.80036192504045
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,POS (por 100 mil adultos),2024Q3,2024,Q3,189.83617036808843
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,POS (por 100 mil adultos),2024Q4,2024,Q4,189.92180269754684
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,POS (por 100 mil adultos),2025Q1,2025,Q1,181.48543856269936
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,POS (por 100 mil adultos),2025Q2,2025,Q2,180.10151204300087
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,POS (por 100 mil adultos),2025Q3,2025,Q3,169.40706494488307
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2020Q1,2020,Q1,464.77789848586286
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2020Q2,2020,Q2,461.802430564922
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2020Q3,2020,Q3,387.9879379108128
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2020,2020,,414.1785951050283
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2021Q1,2021,Q1,439.44122226590036
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2021Q2,2021,Q2,442.87656272696387
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2021Q3,2021,Q3,449.6531247323493
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2021,2021,,428.7116657573734
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2022Q1,2022,Q1,440.05826548905856
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2022Q2,2022,Q2,432.7751782739114
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2022Q3,2022,Q3,435.72528955093304
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2022,2022,,454.62443991935277
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2023Q1,2023,Q1,439.5057399609826
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2023Q2,2023,Q2,426.7945394030364
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2023Q3,2023,Q3,403.893730755311
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2023Q4,2023,Q4,374.08114954939987
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2024Q1,2024,Q1,488.2525176075272
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2024Q2,2024,Q2,503.72441556807735
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2024Q3,2024,Q3,495.3374632309922
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2024Q4,2024,Q4,493.1223609000282
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2025Q1,2025,Q1,393.8306728671746
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2025Q2,2025,Q2,390.06496125410206
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Urbano (por 100 mil adultos),2025Q3,2025,Q3,368.3029684176862
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2020Q1,2020,Q1,75.62446638867229
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2020Q2,2020,Q2,76.01844391369586
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2020Q3,2020,Q3,103.18367472446798
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2020,2020,,107.6807840344932
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2021Q1,2021,Q1,71.45186134628574
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2021Q2,2021,Q2,70.61797521203195
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2021Q3,2021,Q3,69.25939667869712
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2021,2021,,90.20024510630643
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2022Q1,2022,Q1,68.12518674274446
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2022Q2,2022,Q2,66.02352060181917
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2022Q3,2022,Q3,80.32219242523233
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2022,2022,,86.9300510342551
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2023Q1,2023,Q1,82.70952725870717
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2023Q2,2023,Q2,79.21899391877723
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2023Q3,2023,Q3,76.57895140168982
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2023Q4,2023,Q4,44.180845747365474
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2024Q1,2024,Q1,44.34409577510316
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2024Q2,2024,Q2,47.35100603073438
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2024Q3,2024,Q3,48.3611399447355
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2024Q4,2024,Q4,49.512222776969324
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2025Q1,2025,Q1,52.17724510460292
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2025Q2,2025,Q2,52.243712932761646
TABELA 2: INDICADORES DE ACESSO DEMOGRÁFICO,Rural (por 100 mil adultos),2025Q3,2025,Q3,48.288877157317216
TABELA 3: INDICADORES DE USO,Crédito / PIB (%) - Preços Correntes *,2020Q1,2020,Q1,0.23330942764117066
TABELA 3: INDICADORES DE USO,Crédito / PIB (%) - Preços Correntes *,2020Q2,2020,Q2,0.23552537252383002
TABELA 3: INDICADORES DE USO,Crédito / PIB (%) - Preços Correntes *,2020Q3,2020,Q3,0.23733565268149476
TABELA 3: INDICADORES DE USO,Crédito / PIB (%) - Preços Correntes *,2020,2020,,0.2623770837918088
TABELA 3: INDICADORES DE USO,Crédito / PIB (%) - Preços Correntes *,2021Q1,2021,Q1,0.2516321104596265
TABELA 3: INDICADORES DE USO,Crédito / PIB (%) - Preços Correntes *,2021Q2,2021,Q2,0.26551393554761726
TABELA 3: INDICADORES DE USO,Crédito / PIB (%) - Preços Correntes *,2021Q3,2021,Q3,0.2684688725083292
TABELA 3: INDICADORES DE USO,Crédito / PIB (%) - Preços Correntes *,2021,2021,,0.2575946595993006
TABELA 3: INDICADORES DE USO,Crédito / PIB (%) - Preços Correntes *,2022Q1,2022,Q1,0.2513874665256028
TABELA 3: INDICADORES DE USO,Crédito / PIB (%) - Preços Correntes *,2022Q2,2022,Q2,0.2559015783030123
TABELA 3: INDICADORES DE USO,Crédito / PIB (%) - Preços Correntes *,2022Q3,2022,Q3,0.22808948038353283
TABELA 3: INDICADORES DE USO,Crédito / PIB (%) - Preços Correntes *,2022,2022,,0.2351503717842668
